"pid","sex","age","race","delay","cb","order","cfmt","cfmt_est","cfmt_cor_estimate_1","cfmt_self_compare_8","cfmq","CFMQ1","CFMQ2","CFMQ3","CFMQ4","CFMQ5","CFMQ6","CFMQ7","CFMQ8","CFMQ9","CFMQ10","CFMQ11","CFMQ12","CFMQ13","CFMQ14","CFMQ15","CFMQ16","CFMQ17","CFMT1_CONF","CFMT2_CONF","CFMT3_CONF","CFMT4_CONF","CFMT5_CONF","CFMT6_CONF","CFMT7_CONF","CFMT8_CONF","CFMT9_CONF","CFMT10_CONF","CFMT11_CONF","CFMT12_CONF","CFMT13_CONF","CFMT14_CONF","CFMT15_CONF","CFMT16_CONF","CFMT17_CONF","CFMT18_CONF","CFMT19_CONF","CFMT20_CONF","CFMT21_CONF","CFMT22_CONF","CFMT23_CONF","CFMT24_CONF","CFMT25_CONF","CFMT26_CONF","CFMT27_CONF","CFMT28_CONF","CFMT29_CONF","CFMT30_CONF","CFMT31_CONF","CFMT32_CONF","CFMT33_CONF","CFMT34_CONF","CFMT35_CONF","CFMT36_CONF","CFMT37_CONF","CFMT38_CONF","CFMT39_CONF","CFMT40_CONF","CFMT41_CONF","CFMT42_CONF","CFMT43_CONF","CFMT44_CONF","CFMT45_CONF","CFMT46_CONF","CFMT47_CONF","CFMT48_CONF","CFMT49_CONF","CFMT50_CONF","CFMT51_CONF","CFMT52_CONF","CFMT53_CONF","CFMT54_CONF","CFMT55_CONF","CFMT56_CONF","CFMT57_CONF","CFMT58_CONF","CFMT59_CONF","CFMT60_CONF","CFMT61_CONF","CFMT62_CONF","CFMT63_CONF","CFMT64_CONF","CFMT65_CONF","CFMT66_CONF","CFMT67_CONF","CFMT68_CONF","CFMT69_CONF","CFMT70_CONF","CFMT71_CONF","CFMT72_CONF","CFMT1_RESP","CFMT2_RESP","CFMT3_RESP","CFMT4_RESP","CFMT5_RESP","CFMT6_RESP","CFMT7_RESP","CFMT8_RESP","CFMT9_RESP","CFMT10_RESP","CFMT11_RESP","CFMT12_RESP","CFMT13_RESP","CFMT14_RESP","CFMT15_RESP","CFMT16_RESP","CFMT17_RESP","CFMT18_RESP","CFMT19_RESP","CFMT20_RESP","CFMT21_RESP","CFMT22_RESP","CFMT23_RESP","CFMT24_RESP","CFMT25_RESP","CFMT26_RESP","CFMT27_RESP","CFMT28_RESP","CFMT29_RESP","CFMT30_RESP","CFMT31_RESP","CFMT32_RESP","CFMT33_RESP","CFMT34_RESP","CFMT35_RESP","CFMT36_RESP","CFMT37_RESP","CFMT38_RESP","CFMT39_RESP","CFMT40_RESP","CFMT41_RESP","CFMT42_RESP","CFMT43_RESP","CFMT44_RESP","CFMT45_RESP","CFMT46_RESP","CFMT47_RESP","CFMT48_RESP","CFMT49_RESP","CFMT50_RESP","CFMT51_RESP","CFMT52_RESP","CFMT53_RESP","CFMT54_RESP","CFMT55_RESP","CFMT56_RESP","CFMT57_RESP","CFMT58_RESP","CFMT59_RESP","CFMT60_RESP","CFMT61_RESP","CFMT62_RESP","CFMT63_RESP","CFMT64_RESP","CFMT65_RESP","CFMT66_RESP","CFMT67_RESP","CFMT68_RESP","CFMT69_RESP","CFMT70_RESP","CFMT71_RESP","CFMT72_RESP"
22,"Female",55,"White","fiveMin","cb08","L2",49,59.3333333333334,32,62,64,3,5,4,4,3,3,4,4,5,3,4,4,5,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
23,"Female",31,"White","fiveMin","cb02","L2",66,67.3333333333333,63,51,66,3,4,4,4,4,3,5,5,5,4,4,4,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
24,"Male",58,"White","day","cb08","L1",40,51.3333333333333,36,50,78,3,5,5,4,5,3,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1
25,"Female",33,"White","fiveMin","cb04","L1",46,32.6666666666666,43,70,59,3,4,3,4,4,4,4,4,4,4,4,3,4,2,2,3,3,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
26,"Female",37,"White","fiveMin","cb02","L2",69,68,60,80,75,4,4,4,5,5,4,4,5,5,4,5,5,5,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,"Male",69,"White","fiveMin","cb07","L1",61,54.6666666666667,55,50,67,3,5,3,3,3,4,5,4,5,2,5,3,5,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
28,"Female",45,"White","fiveMin","cb11","L1",54,50,16,27,69,4,4,3,5,3,4,4,4,5,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1
29,"Female",34,"White","fiveMin","cb01","L1",70,66.6666666666667,48,72,67,3,4,4,3,4,3,5,4,5,3,4,4,4,5,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
30,"Female",33,"White","fiveMin","cb04","L1",51,44,22,50,59,2,4,3,3,4,2,4,3,5,3,5,3,5,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
31,"Male",51,"White","fiveMin","cb09","L1",56,42,52,55,80,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
32,"Male",66,"White","fiveMin","cb04","L2",54,62.6666666666667,35,50,64,3,4,4,4,4,4,4,4,5,3,4,4,3,4,3,3,4,1,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
33,"Female",56,"White","fiveMin","cb12","L1",63,52,35,50,76,4,5,5,4,5,4,5,5,5,3,4,5,5,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
34,"Male",31,"White","day","cb08","L1",36,42,13,17,53,3,4,2,3,3,2,3,3,4,3,5,4,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
35,"Female",36,"White","day","cb11","L1",64,58.6666666666667,30,50,63,3,4,3,5,4,4,3,4,5,3,4,4,4,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
36,"Female",39,"White","day","cb06","L2",64,61.3333333333334,51,51,70,3,4,4,5,4,4,5,4,5,4,5,4,5,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
37,"Male",40,"White","day","cb04","L2",63,56,48,70,59,3,4,2,4,3,4,3,5,5,3,4,4,5,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
38,"Female",64,"White","day","cb04","L2",60,54.6666666666667,23,46,73,4,5,5,5,5,3,4,4,5,3,5,5,5,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1
39,"Male",48,"White","day","cb06","L2",46,50,29,0,51,1,4,3,3,2,3,3,3,5,1,3,3,5,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0
40,"Female",25,"White","fiveMin","cb09","L1",40,60,33,23,58,3,4,2,2,2,3,5,4,4,4,4,4,4,4,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
41,"Female",26,"White","fiveMin","cb04","L1",52,48.6666666666667,10,10,80,3,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
42,"Male",60,"White","fiveMin","cb12","L1",44,54,50,50,75,3,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
43,"Male",40,"White","day","cb08","L2",65,62,47,57,78,4,5,3,5,5,5,5,4,5,4,5,4,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
44,"Male",34,"White","day","cb09","L1",66,62.6666666666667,65,86,78,4,5,3,5,5,5,5,5,5,4,5,5,5,5,3,4,5,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
45,"Male",38,"White","day","cb10","L2",64,61.3333333333334,43,57,69,3,5,3,5,5,3,5,4,5,4,5,3,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
